XGBM_PREDICTION,LGBM_PREDICTION,CB_PREDICTION,ACTUAL_VALUE
0.7513842,0.7986297770840795,0.6508154372172494,1
0.013669238,0.009830863679309373,0.05657842188913248,0
0.056468755,0.020096654312416463,0.03883157873365446,0
0.4002542,0.506955014575017,0.4074006069299272,1
0.06069518,0.011568995654968389,0.0898114286228332,0
0.068858065,0.010715661934879283,0.12713430260051195,0
0.87776893,0.9182245863742662,0.526727205241712,1
0.8519853,0.9361899070601892,0.7662804164295759,1
0.07628256,0.048594908509622996,0.06527034254579026,0
0.4937286,0.19994257880686775,0.42420679469114864,0
0.01646433,0.0021717409297419468,0.06336843164187377,0
0.87639606,0.9036468878539865,0.6805089015838975,0
0.82758677,0.9250451151250306,0.7907215247577468,0
0.76025665,0.9691483570724507,0.7526260198963826,1
0.09112713,0.08962336582819815,0.16279274226419066,0
0.97610724,0.9978552624039048,0.9342472466943008,1
0.24351026,0.11133837303709324,0.29223867106397944,1
0.017509352,0.0010304522398746142,0.0674440358374606,0
0.29218042,0.1450508758984697,0.2255203208220223,0
0.07702478,0.07271030950688841,0.08097510123919727,0
0.39541832,0.5601704441403927,0.6152611905113073,1
0.046166427,0.02566877581504803,0.06142009970777281,0
0.36437076,0.5353680204072807,0.3589140287060241,0
0.022521684,0.004086443523504894,0.06080238258906329,0
0.9481924,0.996874500784839,0.9192752057249552,1
0.14549668,0.06754568688289017,0.31392267160556525,0
0.96945107,0.9850099694365123,0.969314193455157,1
0.010785005,0.0007861288539432349,0.022010374972078823,0
0.06170146,0.015232691974887191,0.10350199405668607,0
0.018260555,0.004347145417601204,0.028752983243697027,0
0.039786696,0.016858142316651514,0.0646926134101381,0
0.026017161,0.010979890161941695,0.04924957708226865,0
0.040075086,0.02510545754448131,0.03256185909761024,0
0.009257459,0.0008424362756326999,0.03475492528710565,0
0.2530788,0.2825035321854213,0.1184066036848135,1
0.61284757,0.8115410263329376,0.4124845202394101,0
0.57991594,0.5935147755455077,0.45322565671131626,1
0.23235965,0.30149854099802204,0.6049214992709602,1
0.25025192,0.1596517219327624,0.36292602944969055,0
0.028182717,0.00349423795982187,0.06000630558411823,0
0.04285884,0.009677014778086768,0.06782458782717428,1
0.3728481,0.622252253216724,0.2860698262425,0
0.13279466,0.03002018225380414,0.39090823055845525,1
0.19215705,0.19350418362758068,0.17229407698864457,1
0.1209611,0.131609289328825,0.16290150947987803,0
0.017190374,0.005466675180982298,0.04126553713805169,0
0.03778327,0.011218420708285742,0.07803596994826636,0
0.008146687,0.0003175682487390077,0.0034060862159615807,0
0.10597785,0.01617116052346298,0.19756335274972853,1
0.014459936,0.002764432324688935,0.037005707699226335,0
0.35761872,0.3205701355228445,0.15283747244243065,1
0.019851271,0.0011776085603682348,0.036048047225950286,0
0.01993209,0.005990732658857863,0.022601593956943323,0
0.9642823,0.961458134756941,0.9675315278897965,0
0.058540035,0.013802239678600104,0.17756389162249955,0
0.2456751,0.46745758343793364,0.3081634648437047,0
0.55894536,0.3966612715318622,0.547061126649286,1
0.6643039,0.714757229165868,0.6962426406718099,1
0.023312312,0.013764125924746505,0.05957167035283945,0
0.032072276,0.05609894489086885,0.07891858718592612,0
0.04563924,0.005569069020295243,0.06572036884516327,0
0.017979482,0.005105528684050959,0.027020549576250056,0
0.013883983,0.0011617962454600875,0.020233065548887562,0
0.13964796,0.09254901629145448,0.07605358018782371,0
0.09739365,0.036661896884342876,0.11886857760373788,1
0.29738876,0.19266605540298298,0.4256583636299241,0
0.1101902,0.05568752470294864,0.15157007591959193,0
0.008975176,0.00029615488369285736,0.019221177411413663,0
0.13368241,0.09931265180661242,0.14912200355144653,0
0.04405084,0.020014349631088023,0.033184597086520495,0
0.02237367,0.02267404067508225,0.08130757064387291,0
0.43653208,0.4366400778560803,0.4537810212068296,0
0.10386296,0.037048475691063364,0.1293273544171756,0
0.3634803,0.26209199907162883,0.4136158867478613,1
0.42285094,0.6019288457357362,0.21592127179349832,0
0.52704054,0.41803380133152707,0.3708856018680421,0
0.010562372,0.0008753308953194538,0.017937169283572633,0
0.013771977,0.0011858166113314663,0.02706567723408831,0
0.29945865,0.11940114123892642,0.26507222793851243,0
0.026194958,0.005002262543745306,0.06010254536051978,0
0.068907425,0.038534335093829274,0.09902554838967785,0
0.015001778,0.0005735499467843271,0.07513602559576786,0
0.18514292,0.058122151466028935,0.37431356271927774,0
0.011583825,0.0007269147050267148,0.04104975742207808,0
0.33660626,0.13803984937982502,0.3410130693563211,0
0.05524146,0.020511234136338666,0.06066079169739659,0
0.026513904,0.004991354404278592,0.18036428635271387,0
0.37030402,0.32858114393063154,0.15109398409749283,0
0.2946076,0.1708647787330336,0.404363885800613,0
0.022432974,0.006953249785382425,0.047781870301202255,0
0.8768668,0.9813722189829839,0.8926562150007077,1
0.76449716,0.836994069960646,0.7068161839479582,1
0.15067628,0.047351074481510214,0.2149118523711244,0
0.39550978,0.6189363594898658,0.3489527979431878,0
0.9651227,0.993025053628953,0.9712371866085905,1
0.0999827,0.008660620745106894,0.11494394603892555,0
0.46898884,0.22222691359431626,0.37265053656307445,1
0.012827855,0.0024830346476994807,0.0612432928491236,0
0.08850684,0.07900509092022936,0.059431789827574334,0
0.037874196,0.08749141625994819,0.05311253148608828,0
0.41884887,0.62545032521809,0.35275420418878334,0
0.40891212,0.42607433237020265,0.38953703325790034,0
0.7541675,0.8308890499578772,0.6589680665848512,0
0.11472915,0.124078427231563,0.0576373778451414,0
0.03730103,0.008025427489692285,0.08901716016989475,0
0.12483501,0.05204042832555827,0.11227835827790517,1
0.5834283,0.816043064871,0.616223102084161,1
0.03834996,0.005759746376240953,0.1757748004218521,0
0.06637262,0.12898843186312375,0.08979392576359181,0
0.01957536,0.00391932086476199,0.05965848164513516,0
0.25714004,0.2654197152969814,0.32812223462018153,1
0.02676222,0.0045905340091608555,0.0621951728821137,0
0.4196893,0.3785954817609692,0.4000472235054481,0
0.074929625,0.031096485601000208,0.32881569607992606,0
0.54392034,0.6374743758993533,0.3027288231807683,1
0.13247797,0.3317832683946548,0.0715431276008837,0
0.07693735,0.03781262183889642,0.1214663074282266,0
0.7333812,0.9186652830384323,0.4701941720051244,1
0.049805854,0.019164793316523765,0.06299042717230824,1
0.73755157,0.8123789342777457,0.7235548574788667,0
0.48108897,0.20201713865772747,0.5940056040995735,0
0.42559722,0.4865525622738279,0.45204270760828186,0
0.11971688,0.05710335836101066,0.2846426777185425,0
0.43799594,0.5438226087365883,0.297255684848921,0
0.6460314,0.25772736226520143,0.6457657363119601,0
0.041603364,0.01208666346804995,0.0873855683987985,0
0.023648227,0.005584746179082434,0.03969093017881461,0
0.008110419,0.0017099762368370703,0.03523230210000756,0
0.017997252,0.0009413462902491159,0.051779203546282015,0
0.9689763,0.9950830977291811,0.9374272553505822,1
0.18647218,0.04343157768397871,0.36313742794688586,0
0.979035,0.9959678147965733,0.986894891010873,1
0.38444513,0.6119841681768038,0.5268558747471497,0
0.06456954,0.019336603758861867,0.09165537617053068,0
0.03194177,0.0045125941994128005,0.04882986171848823,0
0.28596485,0.22467696639708895,0.22972599534821525,0
0.013255414,0.0032233275752332584,0.015194514251638267,0
0.02221003,0.0037815379262009833,0.04809714024601234,0
0.065684736,0.016879119287072728,0.08274657185653723,0
0.84667444,0.9614734659477523,0.9091105463593485,1
0.09861046,0.0662948133695878,0.16719928416623453,0
0.19461975,0.1328839653455431,0.1116429350594435,0
0.08242863,0.03889944835605218,0.15349702114003344,0
0.24140193,0.429491169006921,0.20896191638081524,0
0.23087981,0.23891704081041423,0.18055696820719255,0
0.9680618,0.9852821203517043,0.9879305764959846,1
0.1571581,0.07000320231506978,0.17110292900827984,0
0.12661184,0.01642539728937167,0.26514640666583483,0
0.00777324,0.00013110566123100407,0.0732703797534183,0
0.019789843,0.003367413488771079,0.050047443921943796,0
0.013070963,0.002684795849112161,0.06457046389021633,0
0.24969567,0.26989599838559486,0.3894981601473232,0
0.96841204,0.9966123236203857,0.9447583556846322,1
0.021724323,0.003960851580482292,0.05551526314264228,0
0.04652471,0.004059509464371719,0.11699963065965953,1
0.039016545,0.03082332326476123,0.046047972874192426,0
0.41653457,0.4117115852319048,0.6554898526778564,0
0.690378,0.5806616149513367,0.60928134888796,0
0.04778009,0.038826704499153444,0.1053249683711857,0
0.46097776,0.48868330400078486,0.5392444344102607,1
0.02510922,0.010701924113771773,0.09025791746028736,0
0.3550362,0.30990468582616854,0.35670564022025397,0
0.013286953,0.0015328208351486254,0.04424706171342029,0
0.9388889,0.9966368471952202,0.9005111099975779,1
0.54829097,0.5508584019664439,0.3173489724357302,0
0.026384545,0.0066246634691654,0.05424980973034209,0
0.67649204,0.8582292183959024,0.4212517889422524,0
0.9356221,0.9966548645245943,0.8872460851233015,1
0.43589422,0.7583711587915487,0.5146684372411798,1
0.15163633,0.10591441567753239,0.10649271667997241,0
0.6182505,0.6482855532330406,0.5456160197669895,1
0.06067376,0.0214640366413711,0.08613108250720164,0
0.3191159,0.4083549698186208,0.29488633408450027,0
0.013812527,0.0032325241833588854,0.025814393662051353,0
0.09080333,0.016590341527275988,0.2475198473701341,0
0.05540034,0.05143370983932897,0.06729011093554216,0
0.22187084,0.24194340066298067,0.47026114057663243,0
0.37556458,0.6490928235655625,0.34695577616855877,0
0.0626983,0.031214777760556704,0.13529697402947735,0
0.014332092,0.006294972800180536,0.024907429637592182,0
0.31669304,0.17985929100536088,0.11351841690203714,0
0.81524116,0.8606855913961277,0.6616781098548844,1
0.07300328,0.048056758197061435,0.1135638846311117,0
0.26555967,0.1347368987963781,0.5391674830011296,1
0.72862357,0.7423886361783287,0.7284407605671994,1
0.20550019,0.22662854934142468,0.1991803208495341,0
0.17253827,0.12656163121645905,0.28744189989870506,0
0.3552454,0.42852928208712304,0.3882372649681541,1
0.28134796,0.21543184291488132,0.48325371591491967,0
0.11678248,0.08434960427929541,0.08777322572317964,0
0.030993227,0.005911789138989838,0.04936787463482881,0
0.29685986,0.20032621422907645,0.3241399985575958,0
0.9806142,0.9991150441694606,0.9972435894206564,1
0.018398188,0.007600141276057739,0.06752944505693888,0
0.9152125,0.9892901462278467,0.8575247484947625,1
0.6352534,0.5945537820040916,0.7324937383212942,1
0.1510527,0.10171704937629035,0.26267081453695384,0
0.90714514,0.936530204421676,0.7893690206831161,1
0.20144713,0.06519961365673636,0.1344017111157722,0
0.97448593,0.9969588481343675,0.9184623542557792,1
0.92607063,0.9803764546051624,0.835197365040979,1
0.007822252,0.00042831651782922794,0.013442733961414585,0
0.082173824,0.03061258761460428,0.06455791352471983,0
0.9541099,0.9528666686015715,0.9318702724785876,1
0.14431326,0.07965989244847597,0.34238419694978867,0
0.9735681,0.997611923336231,0.9405328728925401,1
0.023427831,0.0011007480569387494,0.049435618416325974,0
0.53513074,0.39372995247922926,0.4481142806458416,0
0.027615972,0.008736576092076707,0.04111072879029025,0
0.15348665,0.17066931528961654,0.16817879271155295,1
0.057900503,0.0057907451865838264,0.1583644104330559,0
0.027990086,0.004617726514708468,0.06076094319749836,0
0.28340623,0.1575008550572804,0.4153855026392526,1
0.011854382,0.0007679837616610351,0.043069853870995156,0
0.0816136,0.013185101239983059,0.09095857683638216,0
0.11972022,0.07431272953946057,0.1328960089375033,0
0.8495795,0.9577285982876229,0.7565846854687523,0
0.940394,0.9560827988893674,0.942996192412897,1
0.033839826,0.007659016577597613,0.06329843097452427,0
0.061743703,0.008445339257144266,0.06014673922868097,0
0.41090772,0.29019792056713833,0.5358283766320853,1
0.028698318,0.006404798946326417,0.04100514678705834,0
0.10868111,0.01943078116836495,0.08633215052015422,0
0.96730554,0.9876767425154881,0.8612319394113165,1
0.5723092,0.6411586166819315,0.6433812064029714,0
0.92825973,0.9932363402767236,0.8906137815792908,1
0.2674972,0.3014450079531439,0.24097914591317382,1
0.02460843,0.00778741632838278,0.10080414587318381,0
0.97498816,0.9951374980208776,0.901777842958036,1
0.05620878,0.007038504876939713,0.08745490499922144,0
0.5051576,0.5089020016041201,0.48486527488447634,1
0.9597309,0.9973943653398711,0.9864710605566478,1
0.03585596,0.00543323505365995,0.1029074295558513,0
0.012878422,0.0021041366215099424,0.02638058004034831,0
0.07636523,0.014573915691745555,0.05334505185943468,0
0.103525795,0.020985761253882424,0.021349542703249427,0
0.24617693,0.5655162255002915,0.5385734149718647,0
0.0147171235,0.005540666451074253,0.03515570555658707,0
0.6490068,0.5171504023660622,0.4437651652969755,1
0.012450351,0.0028267156291587915,0.013939347014441003,0
0.026356295,0.008985887969100445,0.07332500292365267,0
0.21512477,0.1430359064171429,0.30596740851076526,0
0.9760995,0.9961349889576232,0.944603128522991,0
0.18405844,0.20301896970903127,0.351284721963636,1
0.1820022,0.18581673041427904,0.20435984184951364,1
0.04398733,0.014403813241870149,0.05806955146309595,0
0.015072869,0.003729368634457814,0.02685996062082253,0
0.0059498474,0.00011020632852215963,0.03887920135322237,0
0.013129974,0.0010036477711528801,0.042039649763532534,0
0.34677193,0.2799309524421267,0.2731118507395801,0
0.91416377,0.9623627053127097,0.8192747316239024,1
0.47587016,0.6054604142480527,0.4145913939914761,0
0.07701115,0.019269762102368894,0.16483576477424927,1
0.10053192,0.05010053809922788,0.17530489404438232,0
0.061596118,0.0755737396679888,0.034332346396592814,0
0.028885618,0.0029883844761314717,0.04704209936152028,0
0.088180654,0.021672535542213774,0.14173996165349,0
0.3740126,0.37193647881371555,0.18569906051528365,0
0.02326626,0.005813737393529809,0.048555154853276335,0
0.044412944,0.06375453592459902,0.06895877014222256,0
0.13426694,0.006957413448774521,0.48581593049630223,1
0.025886362,0.011479806758946528,0.07779740362113283,0
0.33242992,0.6217950784293179,0.13418927453215612,0
0.026202433,0.003139554834240076,0.044286245019445496,0
0.03331226,0.004824066088980666,0.04494201779036858,0
0.0440592,0.015782771832882753,0.04935759343154842,0
0.91849154,0.9844343882293041,0.9204257275025364,1
0.9819364,0.999084334227364,0.9996300305279052,1
0.6021231,0.5869593523837294,0.6539678115667953,0
0.010569945,0.0017501544269220943,0.030225626744617713,0
0.504211,0.5212988927228233,0.41504514108187374,0
0.024803575,0.0028342622539576467,0.06460328994704724,0
0.5317735,0.7924411583803723,0.48839186843228477,0
0.024654906,0.0064959082972195275,0.015733371400231247,0
0.06568711,0.03596737926738342,0.05903927122189556,0
0.013396006,0.0025103612490506868,0.05306230600271461,0
0.0951304,0.06870790256585048,0.1639795209376986,0
0.2457321,0.35894313820512536,0.18186871267046759,0
0.14850534,0.029884694544094894,0.05249775053139333,0
0.10705298,0.04065446454633934,0.2059309000098239,0
0.4911467,0.7713850560040497,0.4134635611912246,1
0.017757345,0.0015985708990564932,0.06258879549675396,0
0.42814773,0.4772924997925638,0.3893908514266812,0
0.02890627,0.00877489661103077,0.0964207825393761,0
0.021781279,0.00238027574264405,0.06998597306481873,0
0.060942825,0.04276373385949637,0.07214954086214453,0
0.04605474,0.011087554386587135,0.1844999063953754,0
0.020574898,0.0028963497224176694,0.019010771132411394,0
0.75771415,0.8321151503681422,0.3444111766877656,1
0.33131558,0.1324129755968884,0.4085707988405683,1
0.33239752,0.22985907999889643,0.08948365009127077,0
0.17571479,0.18381471267767818,0.17853876764617316,0
0.15463051,0.3819462366572169,0.2743601690243608,1
0.24001132,0.24535267925467447,0.08950479277697954,0
0.38236898,0.19183026859511154,0.5718150417055541,0
0.29380333,0.20077313061280785,0.09291772287433595,0
0.5289387,0.6426057508888148,0.3515793340861001,1
0.07044142,0.017560094979322167,0.10729169821970165,0
0.022602849,0.0043985907418437106,0.01861393920160288,0
0.97617185,0.9996804291860446,0.9213448116705717,1
0.33325908,0.48649622710721446,0.3396749560562764,0
0.7999678,0.76075290312856,0.6610137446295147,0
0.016501294,0.00847210939772762,0.05159489472654857,1
0.048562825,0.006209768089040994,0.1042142885518835,0
0.074725755,0.03625608003134067,0.07254697265384717,0
0.4565691,0.6327728165384672,0.28939096896547406,1
0.3984488,0.46244405616767276,0.3379392684960555,1
0.31877488,0.3770485123572648,0.11390454008735737,0
0.6587974,0.5253915203997586,0.583098279208428,0
0.06910497,0.02939473626770723,0.058574890964157994,0
0.18288803,0.15591706420852247,0.15977756371144472,0
0.016554544,0.001024082420545721,0.044978213040510265,0
0.18491618,0.15469730101366383,0.1948388317733453,1
0.053930424,0.03365508404768222,0.08926184347383595,0
0.8017601,0.8543819612092532,0.734557930309673,1
0.01695041,0.002137969274437149,0.07078419051527421,0
0.16622469,0.05126955784862723,0.28047961709054214,0
0.38595852,0.25774821762485417,0.23704737062352482,0
0.016480662,0.002288347367979384,0.014051156158123275,0
0.050254576,0.01881509380115775,0.060167524069212344,0
0.018900849,0.0026436606108369456,0.04058819273753491,0
0.21591449,0.13929762533356443,0.20481467649757643,0
0.9529978,0.9838821355991887,0.976418753602106,1
0.14550607,0.05370278139500558,0.04863469243026681,0
0.05147524,0.01530865516292755,0.11653628111148052,0
0.092241265,0.05661252597673378,0.09757029718997613,0
0.29151037,0.24417360708507097,0.21113583111646655,0
0.9442727,0.9895079149322773,0.8893930975811559,1
0.21050003,0.2199751701766015,0.18366021282287348,0
0.040988762,0.014032461694521997,0.11935209468846794,1
0.094749354,0.10908369426487763,0.11056394383432941,0
0.016799165,0.003302540271977688,0.021141122515364694,0
0.015277504,0.003187196821522628,0.054885101596391005,0
0.15860479,0.03927901375180357,0.4438696673156625,0
0.07077754,0.024319540983891493,0.23350472483498372,0
0.13237576,0.07802965473639564,0.15532752797635738,1
0.027270798,0.019794547339170892,0.04088555321806122,0
0.11871985,0.061487583152613434,0.1008182556435996,0
0.052469898,0.036495909600902564,0.10035519149700114,0
0.031102272,0.002768148516352666,0.0286289981102089,0
0.44891524,0.5444825138387673,0.31833173295012285,0
0.9126939,0.9928697860610365,0.9201127621780048,1
0.13902114,0.03899253559153485,0.11162687880961705,1
0.044892106,0.015749610884162338,0.062297531125568996,0
0.011269947,0.0005911196285536434,0.04646750675198003,0
0.17070577,0.06147793996024538,0.10232402025602612,1
0.329148,0.21744338673594893,0.2887811668111928,1
0.084604636,0.05731039674678648,0.196643827941748,0
0.39449292,0.2507291216724963,0.4133771204357922,1
0.03244282,0.014814385265039115,0.19397953736884804,0
0.055085637,0.03189330762194376,0.08768102473781209,0
0.25521764,0.3852301820347053,0.1891816919551906,0
0.08231793,0.11681983349018688,0.11688342404587061,0
0.05839544,0.01927095521034266,0.3323430777216692,0
0.022566324,0.0020490605810874352,0.03204352076938865,0
0.19911346,0.05362957762321485,0.3150986508589792,0
0.20700738,0.08300846410972956,0.2883772908349083,0
0.3263135,0.21448275003389786,0.36760214165446004,0
0.87999976,0.9903763372209491,0.9334885716419006,1
0.97927094,0.9990083969151234,0.9517046620126334,1
0.06479202,0.013801641491029252,0.019425063472932932,0
0.015809797,0.002025405933114608,0.030350687869731555,0
0.039270643,0.00963842382086326,0.08633019710636596,0
0.2977642,0.21328954327872562,0.3854515233013708,0
0.041558184,0.007906617920142881,0.04039118113188367,0
0.15264954,0.3025293761614942,0.19493436705327774,1
0.0264737,0.005652795958281314,0.06745030705902276,0
0.9604079,0.993689092877703,0.9011711051603976,1
0.13041046,0.11768748596184433,0.10998303036321921,0
0.6888204,0.7316522466581205,0.7768409134711625,1
0.039059497,0.007888987149688257,0.050005785529437886,0
0.17338286,0.07873677058526753,0.18758149791489795,0
0.03176269,0.009830535630273446,0.06524754455603339,0
0.105640925,0.06988115584795784,0.1641009958436838,0
0.09388736,0.06196185519361511,0.0382013766200554,0
0.038676634,0.021162643665876314,0.022763036891635374,0
0.009684854,0.0011890966875996562,0.015826513059010013,0
0.20000465,0.141200348461228,0.298388231376458,0
0.107103564,0.05612648930845027,0.1485920895836023,0
0.49868953,0.3360003548354611,0.3356909907578984,1
0.15499862,0.04912872835099973,0.1861314653192494,0
0.009007748,0.000254039544074623,0.043776195131513124,0
0.03108259,0.03660612977533451,0.039061132679928744,0
0.1139597,0.054246125499922145,0.23172239139115328,1
0.17418018,0.0825294809186711,0.11864246191386994,0
0.6223232,0.389849582512813,0.6907501345551881,1
0.4479627,0.7219263090583196,0.3716955888318182,0
0.025091061,0.0018217156983188858,0.03125537270742006,0
0.26602495,0.4740329668493727,0.371223352237005,0
0.017065734,0.0043139031737596985,0.035253503831276796,1
0.009158153,0.0010037918989431723,0.05180949364143999,0
0.28748953,0.3135313724157242,0.4419629900964178,0
0.8552278,0.7706898294813823,0.6785349705632046,1
0.14480975,0.04864285294744722,0.17557968002791374,0
0.05690248,0.04717169133898534,0.07713642728545075,0
0.47585544,0.6667825638318055,0.6706659772657718,1
0.029356664,0.007630485014836111,0.043400723078883534,0
0.34866238,0.5534536435502742,0.3657192210052277,1
0.36233768,0.25284961135825396,0.389297142238446,0
0.63122976,0.7497872871588303,0.6143877352487352,1
0.5456669,0.8807172666062334,0.6056821929407783,1
0.09800416,0.027827935484890192,0.22715328877973825,0
0.22185647,0.10328251396378041,0.1978367116360828,0
0.012313671,0.0013939211871378367,0.06148533805048938,0
0.068702154,0.0454240561467581,0.03618972194876417,0
0.021943495,0.019548159243206003,0.033503074368447745,0
0.8871046,0.943585579555389,0.8562588868159934,1
0.028032715,0.012369017409865667,0.10345640716350446,1
0.078722835,0.04112511452348244,0.16837938361739574,0
0.014051024,0.011372095457011714,0.029914505332470972,0
0.19892094,0.11667505971484521,0.18942516293115852,0
0.044837303,0.06606754091671836,0.06308757816748596,0
0.02839162,0.01583976263162819,0.029063222759121134,0
0.01623488,0.002068590154702134,0.06636700303025597,0
0.5094363,0.5452769645139663,0.34046529337295167,0
0.021245072,0.008829481586124927,0.03119717496375292,0
0.012791765,0.0006859782993093551,0.017742332129306117,1
0.17250592,0.12709976073970677,0.30773453249204996,0
0.031221628,0.0034053014509407625,0.09169909153557135,0
0.49908513,0.6135283100488933,0.3796031060430693,1
0.27324113,0.13770965088177375,0.27705327202278435,0
0.19285266,0.3015951034154666,0.4274595023023307,0
0.07756331,0.041528114111723836,0.04391251376550433,0
0.09864197,0.021460333748434236,0.07294421908705606,0
0.32115698,0.5970312372682738,0.3224973082921449,1
0.51683265,0.38457367619779664,0.4347175639060645,1
0.04113168,0.005057102636236014,0.023665541024352674,0
0.3661412,0.4850608165808443,0.23647973390362823,0
0.012575461,0.002384745312789176,0.028812339756091102,0
0.101035535,0.045230521487429155,0.04779591988583371,1
0.0139769735,0.0016134343799119736,0.032315309738807044,0
0.64748406,0.38908511712825367,0.33291851604585004,0
0.16850132,0.12781643192149791,0.2258952764609239,0
0.5189034,0.48216132317336297,0.4943424332269326,1
0.067299865,0.006073123693128745,0.016715315971300233,0
0.5034519,0.47432260803392234,0.49867878413189476,1
0.3391732,0.4234600617723287,0.28315829786476615,1
0.6606529,0.6763498645651451,0.4879910676646193,0
0.017264802,0.004895975060066261,0.055640662604373226,0
0.018524606,0.0015931379778507564,0.021437395444629213,0
0.024196424,0.03095228659760195,0.04431576282701103,0
0.04061833,0.021059150473712613,0.10531886276847201,0
0.17369339,0.04775593167531238,0.2698577713054267,1
0.0883837,0.08803953308829442,0.22187597590772623,0
0.96974117,0.9638265562650019,0.9003201254295861,1
0.2721859,0.09202395142125412,0.23735646715918315,0
0.060843408,0.024084068202176775,0.017435571542007974,0
0.9450424,0.978671690661729,0.978737995276581,1
0.560719,0.6681737758596734,0.7737278173598008,1
0.023982687,0.0023717757407766276,0.06143590538921134,0
0.42111477,0.21683108653309768,0.30138353048805006,0
0.120354965,0.08542775472760734,0.12103457335708603,0
0.020409083,0.004278411019433074,0.0685978406775131,0
0.9605576,0.9972699411106678,0.9815836445905525,1
0.018255137,0.005233407683145125,0.03225088280913706,0
0.18891007,0.08891342823159944,0.2846147390195015,0
0.07988859,0.0801800494613008,0.04283301458507983,0
0.07194712,0.009827118746743602,0.2788672242939468,0
0.036973327,0.05617997215138752,0.04799165641519046,0
0.025844678,0.00305860878015453,0.0446635914434395,0
0.17562994,0.15640312580199084,0.07140904071574625,0
0.73631036,0.753487779434562,0.7179646674673726,0
0.42091763,0.7066233929066068,0.3014144243779651,0
0.1662879,0.11804631695256458,0.3582200632971679,0
0.013843453,0.0026625207421346166,0.01689578089345984,0
0.41523,0.384635905731918,0.45519014768648375,0
0.101458095,0.18076141970374496,0.05468912318196603,0
0.07481903,0.0674945864470643,0.23720087808702303,0
0.03506286,0.01287924136954087,0.05181124454853645,0
0.041718658,0.11877901542078433,0.06885215410931773,0
0.13814433,0.09405146773044656,0.07804534146819005,0
0.06314042,0.012287067851745964,0.034653926476656556,0
0.051259395,0.06433454169682393,0.04357007244062981,0
0.017979153,0.003956198242663964,0.031663558037821476,0
0.86325383,0.8022981632158903,0.7828369950815868,1
0.2369923,0.4197297394289597,0.3888528270791512,0
0.11343929,0.23283319014478038,0.15547710652106447,0
0.031808667,0.0029010691375542037,0.039309216152964045,0
0.8731761,0.7565726796141148,0.82502331321105,1
0.05702344,0.04915901379661651,0.05007452626439658,0
0.22655015,0.14647605773889497,0.12167692778411263,0
0.57297546,0.8122294819186416,0.48672176070714024,1
0.17855659,0.23090006644961983,0.14753760213314127,0
0.36949775,0.23022831912595382,0.4859081296416465,1
0.09286863,0.1884738472435678,0.1251771740412188,0
0.19469903,0.606076674605887,0.36193743172339155,0
0.24403559,0.34736104907792376,0.07923182285219108,0
0.07487788,0.025298273482877973,0.2286984238629042,0
0.35771975,0.4147200552444491,0.4127036475734118,1
0.14615308,0.11077581894601368,0.24834210427777761,0
0.93994397,0.9794075810004262,0.9136148230177947,1
0.04760966,0.06663715270164236,0.07196560854205004,0
0.46672618,0.48597319142492096,0.26611282367455175,0
0.024994249,0.0101889882037146,0.02289210676893198,0
0.14631037,0.054208738580664495,0.3495559973659052,1
0.33575824,0.3210520554833909,0.15268223913393486,0
0.013206481,0.009123548414732454,0.07823671494801532,0
0.2521011,0.41816460813408,0.13190941291821598,0
0.0866196,0.032049360863843725,0.025536640321083083,0
0.20161808,0.3556614207299498,0.3067607988398078,0
0.11251041,0.14426992314034764,0.19240934279472696,0
0.06479334,0.006298081191370014,0.10587494130793217,0
0.035374966,0.005019962666567971,0.0481907636232868,0
0.084332034,0.009644504748676208,0.10532453161286826,0
0.09668867,0.04182500659238527,0.08652874968356761,0
0.9031046,0.9247876092105964,0.9559512151364311,1
0.026060257,0.004775313052511625,0.049207695851914916,0
0.33141768,0.2241623132431252,0.3500054698481101,1
0.33164826,0.2565562369465532,0.17126098773005974,1
0.080926105,0.03274901151262386,0.25043616504226346,1
0.48254284,0.4599364741337165,0.282785382154578,0
0.03885957,0.023927638954476964,0.047721100535217706,1
0.024910528,0.0017442737953325773,0.04304997893536551,0
0.041264735,0.006750203451169999,0.0673133771269762,0
0.03476066,0.005052701576325784,0.023685204954355225,0
0.08342046,0.018853796179978184,0.17897863000296232,0
0.033639483,0.00983010865581667,0.05732966526654143,0
0.02101796,0.0033714393746732147,0.038955423882941584,0
0.44312903,0.5615092758803386,0.5065183879424385,0
0.6795894,0.6954038210156345,0.6594485665033616,0
0.015810993,0.0021183930772867535,0.01985632106447205,0
0.08742701,0.047332889729529634,0.08532773268289731,0
0.021243531,0.0019924561565745885,0.054094640863120325,0
0.4892253,0.3841867030455208,0.43897227020133145,1
